Time, 128, 256, 512, 1024, 2048
2021/07/26 18:00:00,9916.84076923077,5025.122307692307,2742.672307692308,1362.133076923077,706.9938461538461
2021/07/26 19:00:00,9907.363333333333,5004.417777777779,2725.492777777778,1357.975,703.0988888888888
2021/07/26 20:00:00,10686.969166666668,5054.569166666667,2709.023333333333,1353.4216666666669,703.0358333333334
2021/07/26 21:00:00,11206.520833333334,5178.308333333333,2682.8624999999997,1348.5533333333333,693.1700000000001
2021/07/26 22:00:00,10639.7375,5154.791666666667,2691.125,1357.614166666667,693.32
2021/07/26 23:00:00,9975.3175,5595.6641666666665,2806.016666666667,1381.0966666666666,796.0908333333333
2021/07/27 00:00:00,10001.754166666668,5615.8775,2828.3925,1378.2425000000003,793.7708333333334
2021/07/27 01:00:00,11340.921666666667,5503.52,2450.4441666666667,1341.5258333333334,749.2375000000001
2021/07/27 02:00:00,11345.855000000001,5469.985,2460.6091666666666,1337.4325000000001,731.805
2021/07/27 03:00:00,11481.713333333333,5297.183333333333,2404.2075,1288.9183333333333,719
2021/07/27 04:00:00,11442.534999999998,5067.015833333334,2420.683333333333,1219.7441666666666,710.6475
2021/07/27 05:00:00,11376.083333333334,5014.909166666667,2642.4566666666665,1221.8641666666665,709.4216666666667
2021/07/27 06:00:00,11368.3375,5296.691666666667,2708.5525000000002,1501.2683333333334,706.1116666666666
2021/07/27 07:00:00,11029.803333333335,5401.7525,2726.0241666666666,1346.2341666666669,760.5741666666667
2021/07/27 08:00:00,10914.651666666667,5474.825833333333,2774.5458333333336,1226.4558333333334,834.4425000000001
2021/07/27 09:00:00,10209.988333333335,5677.698333333334,2770.853333333333,1234.9433333333334,796.0383333333333
2021/07/27 10:00:00,9975.971666666666,5445.4975,2740.2724999999996,1254.3574999999998,704.1783333333333
2021/07/27 11:00:00,10520.589999999998,5045.405,2754.7549999999997,1250.435,775.5966666666667
2021/07/27 12:00:00,11129.9075,5145.4675,2714.2525,1231.4050000000002,773.7725
2021/07/27 13:00:00,9870.495833333332,5498.184999999999,2588.688333333333,1224.4508333333335,753.7008333333333
2021/07/27 14:00:00,9868.9275,5376.108333333333,2396.750833333333,1247.6833333333334,719.1458333333334
2021/07/27 15:00:00,11118.944166666666,4873.054166666666,2544.2408333333333,1255.5666666666668,716.9225
2021/07/27 16:00:00,11093.120833333334,4849.091666666666,2710.233333333333,1352.9441666666667,719.6475
2021/07/27 17:00:00,10212.7375,5592.249166666666,2467.500833333333,1395.4408333333333,718.6641666666668
2021/07/27 18:00:00,10253.2725,5615.850833333333,2470.9441666666667,1352.3483333333331,714.6191666666667